source_references,msgctxt,msgid,msgstr,comments
src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:21,,Unique order reference,"=GOOGLETRANSLATE(C2044, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/LocationSettings/index.tsx:156 | src/components/routes/organizer/Settings/Sections/AddressSettings/index.tsx:111,,United States,"=GOOGLETRANSLATE(C2045, ""en"", ""el"")",
src/components/common/MessageList/index.tsx:44 | src/components/common/MessageList/index.tsx:49 | src/components/routes/event/messages.tsx:29 | src/components/routes/event/messages.tsx:68 | src/components/routes/organizer/OrganizerDashboard/index.tsx:366,,Unknown,"=GOOGLETRANSLATE(C2046, ""en"", ""el"")",
src/components/common/QuestionAndAnswerList/index.tsx:284,,Unknown Attendee,"=GOOGLETRANSLATE(C2047, ""en"", ""el"")",
src/components/common/ProductsTable/SortableProduct/index.tsx:410 | src/components/forms/CapaciyAssigmentForm/index.tsx:43 | src/components/forms/ProductForm/index.tsx:91 | src/components/forms/ProductForm/index.tsx:321 | src/components/forms/PromoCodeForm/index.tsx:112 | src/components/modals/OfferWaitlistModal/index.tsx:189 | src/components/routes/event/Reports/PromoCodesReport/index.tsx:78 | src/components/routes/event/Reports/PromoCodesReport/index.tsx:84,,Unlimited,"=GOOGLETRANSLATE(C2048, ""en"", ""el"")",
src/components/routes/product-widget/SelectProducts/index.tsx:472,,Unlimited available,"=GOOGLETRANSLATE(C2049, ""en"", ""el"")",
src/components/common/PromoCodeTable/index.tsx:131,,Unlimited usages allowed,"=GOOGLETRANSLATE(C2050, ""en"", ""el"")",
src/components/layouts/CheckIn/index.tsx:410,,Unlock,"=GOOGLETRANSLATE(C2051, ""en"", ""el"")",
src/components/common/CheckIn/CheckInOptionsModal.tsx:34,,Unpaid Order,"=GOOGLETRANSLATE(C2052, ""en"", ""el"")",
src/components/routes/event/EventDashboard/index.tsx:208,,Unpublish Event,"=GOOGLETRANSLATE(C2053, ""en"", ""el"")",
src/components/common/AdminAccountsTable/index.tsx:101,,Untrusted,"=GOOGLETRANSLATE(C2054, ""en"", ""el"")",
src/components/common/EventsDashboardStatusButtons/index.tsx:20 | src/components/common/EventStatusBadge/index.tsx:16 | src/components/layouts/OrganizerHomepage/index.tsx:272 | src/components/routes/organizer/Reports/EventsPerformanceReport/index.tsx:33,,Upcoming,"=GOOGLETRANSLATE(C2055, ""en"", ""el"")",
src/components/layouts/OrganizerHomepage/index.tsx:265 | src/components/routes/organizer/OrganizerDashboard/index.tsx:234,,Upcoming Events,"=GOOGLETRANSLATE(C2056, ""en"", ""el"")",
src/components/modals/EditTaxOrFeeModal/index.tsx:59,,Update {0},"=GOOGLETRANSLATE(C2057, ""en"", ""el"")",
src/components/modals/EditAffiliateModal/index.tsx:108,,Update Affiliate,"=GOOGLETRANSLATE(C2058, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/EventDetailsForm/index.tsx:71,,"Update event name, description and dates","=GOOGLETRANSLATE(C2059, ""en"", ""el"")",
src/components/routes/profile/ManageProfile/index.tsx:214,,Update profile,"=GOOGLETRANSLATE(C2060, ""en"", ""el"")",
src/components/routes/account/ManageAccount/sections/PaymentSettings/index.tsx:170,,Upgrade Available,"=GOOGLETRANSLATE(C2061, ""en"", ""el"")",
src/components/routes/organizer/Settings/Sections/ImageAssetSettings/index.tsx:39,,Upload a cover image for your organizer,"=GOOGLETRANSLATE(C2062, ""en"", ""el"")",
src/components/routes/organizer/Settings/Sections/ImageAssetSettings/index.tsx:28,,Upload a logo for your organizer,"=GOOGLETRANSLATE(C2063, ""en"", ""el"")",
src/components/common/Editor/Controls/InsertImageControl/index.tsx:104 | src/components/common/Editor/Controls/InsertImageControl/index.tsx:158,,Upload Image,"=GOOGLETRANSLATE(C2064, ""en"", ""el"")",
src/components/common/Editor/Controls/InsertImageControl/index.tsx:131,,Uploading image...,"=GOOGLETRANSLATE(C2065, ""en"", ""el"")",
src/components/common/OrganizerWebhookTable/index.tsx:236 | src/components/common/WebhookTable/index.tsx:236,,URL,"=GOOGLETRANSLATE(C2066, ""en"", ""el"")",
src/components/common/PromoCodeTable/index.tsx:182,,URL copied to clipboard,"=GOOGLETRANSLATE(C2067, ""en"", ""el"")",
src/components/modals/CreateOrganizerWebhookModal/index.tsx:25 | src/components/modals/CreateWebhookModal/index.tsx:25,,URL is required,"=GOOGLETRANSLATE(C2068, ""en"", ""el"")",
src/components/common/WidgetEditor/index.tsx:306,,Usage Example,"=GOOGLETRANSLATE(C2069, ""en"", ""el"")",
src/components/routes/event/Reports/PromoCodesReport/index.tsx:76,,Usage Limit,"=GOOGLETRANSLATE(C2070, ""en"", ""el"")",
src/components/common/CheckIn/ScannerSelectionModal.tsx:50,,USB Scanner Already Active,"=GOOGLETRANSLATE(C2071, ""en"", ""el"")",
src/components/common/CheckIn/ScannerSelectionModal.tsx:42,,USB Scanner mode activated. Start scanning tickets now.,"=GOOGLETRANSLATE(C2072, ""en"", ""el"")",
src/components/common/CheckIn/HidScannerStatus.tsx:48,,USB Scanner mode deactivated,"=GOOGLETRANSLATE(C2073, ""en"", ""el"")",
src/components/common/CheckIn/ScannerSelectionModal.tsx:50,,USB/HID Scanner,"=GOOGLETRANSLATE(C2074, ""en"", ""el"")",
src/components/common/EmailTemplateEditor/EmailTemplateEditor.tsx:150,,Use <0>Liquid templating</0> to personalize your emails,"=GOOGLETRANSLATE(C2075, ""en"", ""el"")",
src/components/routes/event/HomepageDesigner/index.tsx:222 | src/components/routes/organizer/OrganizerHomepageDesigner/index.tsx:254,,Use a blurred version of the cover image as the background,"=GOOGLETRANSLATE(C2076, ""en"", ""el"")",
src/components/routes/event/HomepageDesigner/index.tsx:220 | src/components/routes/organizer/OrganizerHomepageDesigner/index.tsx:252,,Use cover image,"=GOOGLETRANSLATE(C2077, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/HomepageAndCheckoutSettings/index.tsx:52 | src/components/routes/organizer/Settings/Sections/EventDefaults/index.tsx:40,,Use order details for all attendees. Attendee names and emails will match the buyer's information.,"=GOOGLETRANSLATE(C2078, ""en"", ""el"")",
src/components/common/QuestionsTable/index.tsx:389,,Use the buyer's details for all attendees,"=GOOGLETRANSLATE(C2079, ""en"", ""el"")",
src/components/routes/event/TicketDesigner/index.tsx:130,,"Used for borders, highlights, and QR code styling","=GOOGLETRANSLATE(C2080, ""en"", ""el"")",
src/components/routes/account/ManageAccount/sections/Users/index.tsx:155,,User,"=GOOGLETRANSLATE(C2081, ""en"", ""el"")",
src/components/common/GlobalMenu/index.tsx:55 | src/components/routes/account/ManageAccount/sections/Users/index.tsx:143,,User Management,"=GOOGLETRANSLATE(C2082, ""en"", ""el"")",
src/components/common/AdminAccountsTable/index.tsx:89 | src/components/common/AdminAccountsTable/index.tsx:109 | src/components/layouts/Admin/index.tsx:15 | src/components/routes/account/ManageAccount/index.tsx:32 | src/components/routes/admin/Accounts/AccountDetail/index.tsx:166 | src/components/routes/admin/Accounts/AccountDetail/index.tsx:316 | src/components/routes/admin/Dashboard/index.tsx:404 | src/components/routes/admin/Users/index.tsx:57,,Users,"=GOOGLETRANSLATE(C2083, ""en"", ""el"")",
src/components/modals/EditUserModal/index.tsx:87,,Users can change their email in <0>Profile Settings</0>,"=GOOGLETRANSLATE(C2084, ""en"", ""el"")",
src/components/routes/account/ManageAccount/sections/AccountSettings/index.tsx:83 | src/components/routes/event/Settings/Sections/EventDetailsForm/index.tsx:127 | src/components/routes/organizer/Settings/Sections/BasicSettings/index.tsx:126 | src/components/routes/profile/ManageProfile/index.tsx:188,,UTC,"=GOOGLETRANSLATE(C2085, ""en"", ""el"")",
src/components/layouts/Admin/index.tsx:19,,UTM Analytics,"=GOOGLETRANSLATE(C2086, ""en"", ""el"")",
src/components/routes/admin/FailedJobs/index.tsx:253,,UUID,"=GOOGLETRANSLATE(C2087, ""en"", ""el"")",
src/components/routes/admin/Accounts/AccountDetail/index.tsx:289,,Valid,"=GOOGLETRANSLATE(C2088, ""en"", ""el"")",
src/components/routes/admin/Accounts/AccountDetail/index.tsx:287,,Validated,"=GOOGLETRANSLATE(C2089, ""en"", ""el"")",
src/components/routes/account/ManageAccount/sections/PaymentSettings/VatSettings/VatSettingsForm.tsx:71,,Validating your VAT number...,"=GOOGLETRANSLATE(C2090, ""en"", ""el"")",
src/components/forms/TaxAndFeeForm/index.tsx:62,,VAT,"=GOOGLETRANSLATE(C2091, ""en"", ""el"")",
src/components/modals/EditAccountVatSettingsModal/index.tsx:131 | src/components/routes/admin/Accounts/AccountDetail/index.tsx:300,,VAT Country,"=GOOGLETRANSLATE(C2092, ""en"", ""el"")",
src/components/routes/account/ManageAccount/sections/PaymentSettings/VatSettings/index.tsx:30,,VAT Information,"=GOOGLETRANSLATE(C2093, ""en"", ""el"")",
src/components/routes/account/ManageAccount/sections/PaymentSettings/VatNotice/index.tsx:50,,VAT may be applied to platform fees depending on your VAT registration status. Please complete the VAT information section below.,"=GOOGLETRANSLATE(C2094, ""en"", ""el"")",
src/components/modals/EditAccountVatSettingsModal/index.tsx:123 | src/components/routes/account/ManageAccount/sections/PaymentSettings/VatSettings/VatSettingsForm.tsx:216 | src/components/routes/admin/Accounts/AccountDetail/index.tsx:283,,VAT Number,"=GOOGLETRANSLATE(C2095, ""en"", ""el"")",
src/components/routes/account/ManageAccount/sections/PaymentSettings/VatSettings/VatSettingsForm.tsx:24,,VAT number must not contain spaces,"=GOOGLETRANSLATE(C2096, ""en"", ""el"")",
src/components/routes/account/ManageAccount/sections/PaymentSettings/VatSettings/VatSettingsForm.tsx:32,,"VAT number must start with a 2-letter country code followed by 8-15 alphanumeric characters (e.g., DE123456789)","=GOOGLETRANSLATE(C2097, ""en"", ""el"")",
src/components/routes/account/ManageAccount/sections/PaymentSettings/VatSettings/VatSettingsForm.tsx:55 | src/components/routes/account/ManageAccount/sections/PaymentSettings/VatSettings/VatSettingsForm.tsx:171,,VAT number validated successfully,"=GOOGLETRANSLATE(C2098, ""en"", ""el"")",
src/components/routes/account/ManageAccount/sections/PaymentSettings/VatSettings/VatSettingsForm.tsx:84,,VAT number validation failed,"=GOOGLETRANSLATE(C2099, ""en"", ""el"")",
src/components/routes/account/ManageAccount/sections/PaymentSettings/VatSettings/VatSettingsForm.tsx:173,,VAT number validation failed. Please check your VAT number.,"=GOOGLETRANSLATE(C2100, ""en"", ""el"")",
src/components/routes/organizer/Reports/PlatformFeesReport/index.tsx:87,,VAT on Fee,"=GOOGLETRANSLATE(C2101, ""en"", ""el"")",
src/components/routes/organizer/Reports/PlatformFeesReport/index.tsx:81,,VAT Rate,"=GOOGLETRANSLATE(C2102, ""en"", ""el"")",
src/components/modals/EditAccountVatSettingsModal/index.tsx:115 | src/components/routes/admin/Accounts/AccountDetail/index.tsx:275,,VAT Registered,"=GOOGLETRANSLATE(C2103, ""en"", ""el"")",
src/components/routes/account/ManageAccount/sections/PaymentSettings/VatSettings/index.tsx:44 | src/components/routes/account/ManageAccount/sections/PaymentSettings/VatSettings/VatSettingsModal.tsx:18,,VAT Registration Information,"=GOOGLETRANSLATE(C2104, ""en"", ""el"")",
src/components/routes/admin/Accounts/AccountDetail/index.tsx:261,,VAT Settings,"=GOOGLETRANSLATE(C2105, ""en"", ""el"")",
src/components/routes/account/ManageAccount/sections/PaymentSettings/VatSettings/VatSettingsForm.tsx:169 | src/components/routes/account/ManageAccount/sections/PaymentSettings/VatSettings/VatSettingsForm.tsx:177,,VAT settings saved successfully,"=GOOGLETRANSLATE(C2106, ""en"", ""el"")",
src/components/routes/account/ManageAccount/sections/PaymentSettings/VatSettings/VatSettingsForm.tsx:175,,VAT settings saved. We're validating your VAT number in the background.,"=GOOGLETRANSLATE(C2107, ""en"", ""el"")",
src/components/modals/EditAccountVatSettingsModal/index.tsx:96,,VAT settings updated successfully,"=GOOGLETRANSLATE(C2108, ""en"", ""el"")",
src/components/routes/account/ManageAccount/sections/PaymentSettings/VatSettings/index.tsx:32,,VAT Treatment for Platform Fees,"=GOOGLETRANSLATE(C2109, ""en"", ""el"")",
src/components/routes/account/ManageAccount/sections/PaymentSettings/VatSettings/index.tsx:86,,VAT treatment for platform fees: EU VAT-registered businesses can use the reverse charge mechanism (0% - Article 196 of VAT Directive 2006/112/EC). Non-VAT registered businesses are charged Irish VAT at 23%.,"=GOOGLETRANSLATE(C2110, ""en"", ""el"")",
src/components/routes/account/ManageAccount/sections/PaymentSettings/VatSettings/VatSettingsForm.tsx:96,,VAT validation service temporarily unavailable,"=GOOGLETRANSLATE(C2111, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/LocationSettings/index.tsx:119,,Venue Name,"=GOOGLETRANSLATE(C2112, ""en"", ""el"")",
src/components/routes/welcome/index.tsx:159,,Verification code,"=GOOGLETRANSLATE(C2113, ""en"", ""el"")",
src/components/routes/admin/Attribution/index.tsx:136 | src/components/routes/admin/Dashboard/index.tsx:421,,Verified,"=GOOGLETRANSLATE(C2114, ""en"", ""el"")",
src/components/routes/welcome/index.tsx:187,,Verify Email,"=GOOGLETRANSLATE(C2115, ""en"", ""el"")",
src/components/layouts/Event/index.tsx:258,,Verify your email,"=GOOGLETRANSLATE(C2116, ""en"", ""el"")",
src/components/routes/welcome/index.tsx:187,,Verifying...,"=GOOGLETRANSLATE(C2117, ""en"", ""el"")",
src/components/common/LanguageSwitcher/index.tsx:38,,Vietnamese,"=GOOGLETRANSLATE(C2118, ""en"", ""el"")",
src/components/modals/ManageAttendeeModal/index.tsx:220 | src/components/modals/ManageOrderModal/index.tsx:200,,View,"=GOOGLETRANSLATE(C2119, ""en"", ""el"")",
src/components/routes/admin/Messages/index.tsx:108,,View all messages sent across the platform,"=GOOGLETRANSLATE(C2120, ""en"", ""el"")",
src/components/routes/organizer/Reports/index.tsx:50,,View and download reports across all your events. Only completed orders are included.,"=GOOGLETRANSLATE(C2121, ""en"", ""el"")",
src/components/common/AttendeeList/index.tsx:84,,View Answers,"=GOOGLETRANSLATE(C2122, ""en"", ""el"")",
src/components/common/AttendeeList/index.tsx:103,,View Attendee Details,"=GOOGLETRANSLATE(C2123, ""en"", ""el"")",
src/components/common/AdminAccountsTable/index.tsx:73 | src/components/routes/admin/FailedJobs/index.tsx:190,,View Details,"=GOOGLETRANSLATE(C2124, ""en"", ""el"")",
src/components/common/AdminEventsTable/index.tsx:157 | src/components/routes/admin/Dashboard/index.tsx:478,,View Event,"=GOOGLETRANSLATE(C2125, ""en"", ""el"")",
src/components/common/EventCard/index.tsx:133,,View event page,"=GOOGLETRANSLATE(C2126, ""en"", ""el"")",
src/components/modals/EventLiveCelebrationModal/index.tsx:93,,View Event Page,"=GOOGLETRANSLATE(C2127, ""en"", ""el"")",
src/components/common/OrganizerWebhookTable/index.tsx:113 | src/components/common/WebhookTable/index.tsx:113,,View logs,"=GOOGLETRANSLATE(C2128, ""en"", ""el"")",
src/components/layouts/EventHomepage/index.tsx:461,,View Map,"=GOOGLETRANSLATE(C2129, ""en"", ""el"")",
src/components/routes/admin/Messages/index.tsx:222,,View Message,"=GOOGLETRANSLATE(C2130, ""en"", ""el"")",
src/components/layouts/EventHomepage/index.tsx:374,,View on Google Maps,"=GOOGLETRANSLATE(C2131, ""en"", ""el"")",
src/components/common/EmailTemplateEditor/CTAConfiguration.tsx:28 | src/components/common/EmailTemplateEditor/EmailTemplateEditor.tsx:57 | src/components/common/EmailTemplateEditor/EmailTemplateEditor.tsx:69 | src/components/common/WaitlistTable/index.tsx:61 | src/components/routes/my-tickets/index.tsx:110,,View Order,"=GOOGLETRANSLATE(C2132, ""en"", ""el"")",
src/components/routes/product-widget/CollectInformation/index.tsx:354,,View order details,"=GOOGLETRANSLATE(C2133, ""en"", ""el"")",
src/components/forms/StripeCheckoutForm/index.tsx:96,,View Order Details,"=GOOGLETRANSLATE(C2134, ""en"", ""el"")",
src/components/routes/event/orders.tsx:114,,"View order details, issue refunds, and resend confirmations.","=GOOGLETRANSLATE(C2135, ""en"", ""el"")",
src/components/layouts/OrganizerLayout/index.tsx:251 | src/components/layouts/OrganizerLayout/index.tsx:254,,View Organizer Homepage,"=GOOGLETRANSLATE(C2136, ""en"", ""el"")",
src/components/common/EmailTemplateEditor/EmailTemplateEditor.tsx:57 | src/components/common/EmailTemplateEditor/EmailTemplateEditor.tsx:69 | src/components/routes/product-widget/OrderSummaryAndProducts/index.tsx:105,,View Ticket,"=GOOGLETRANSLATE(C2137, ""en"", ""el"")",
src/components/routes/event/attendees.tsx:173,,"View, edit, and export your registered attendees.","=GOOGLETRANSLATE(C2138, ""en"", ""el"")",
